Proposal ID,Programme Name,Sub-programme Name,Supplement,Lead Applicant,ORCID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date,Revised Total Commitment
15/US/I3237,SFI US-Ireland R&D Partnership Programme,Full Proposal,,Valeria Nicolosi,https://orcid.org/0000-0002-7637-4813,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Spin and valley interactions in intrinsic and magnetic two-dimensional transition metal dichalcogenides,01/11/2016,31/10/2019,405916
15/USP/I3152,SFI US-Ireland R&D Partnership Programme,Planning Grant,,Graham Cross,https://orcid.org/0000-0003-2299-6091,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The Design of Material Systems for Extreme Contact,01/05/2015,31/10/2015,1164.03
15/USP/I3226,SFI US-Ireland R&D Partnership Programme,Planning Grant,,Debra Laefer,https://orcid.org/0000-0001-5134-5322,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,AMASS: Advanced Manufacturing and Assembly of Steel Structures planning grant,23/07/2015,22/01/2016,4200
15/USP/M3154,SFI US-Ireland R&D Partnership Programme,Planning Grant,,Brian Ward,https://orcid.org/0000-0002-6763-5778,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Development of Optical and Acoustic Techniques for Ocean Surface Boundary Layer Studies,15/05/2015,14/11/2015,1330.96
15/CDA/3240,SFI Career Development Award,,,Graham Kells,https://orcid.org/0000-0003-3008-8691,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,Characterising and Stabilising Quantum Order in Complex Systems,01/03/2017,31/08/2021,589754
15/CDA/3259,SFI Career Development Award,,,Colin Clarke,https://orcid.org/0000-0003-2817-9527,The National Institute for Bioprocessing Research and Training (NIBRT),Science Foundation Ireland,10.13039/501100001602,Understanding biopharmaceutical production at subcellular resolution: The application of ribosome footprint profiling to optimise therapeutic protein synthesis in mammalian cell factories.,01/04/2017,31/03/2021,619059
15/CDA/3310,SFI Career Development Award,,,Eoin Scanlan,https://orcid.org/0000-0001-5176-2310,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,A Novel Ligation Methodology for the Chemical Synthesis of Therapeutic Proteins,01/10/2016,30/09/2020,632078
15/CDA/3316,SFI Career Development Award,,,Richard Reilly,https://orcid.org/0000-0001-8578-1245,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The electrophysiology of natural speech processing in the human brain,01/03/2017,28/02/2021,619270
15/CDA/3323,SFI Career Development Award,,,Michael Walsh,https://orcid.org/0000-0002-1672-8106,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,"Targeting the temporal gradient of wall shear stress as the key mediator of vascular tissue response to implanted medical devices using  in silico, in vitro and in vivo approaches",01/10/2016,30/09/2020,612735
15/CDA/3438,SFI Career Development Award,,,Darran O'Connor,https://orcid.org/0000-0002-8835-1547,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,HER CHOICE: Development of a prototype decision support tool for HER2+ breast cancer,01/10/2016,30/09/2020,646185
15/CDA/3451,SFI Career Development Award,,,Angela Feechan,https://orcid.org/0000-0002-4954-5613,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,ReWIZ: Re-establishing Wheat Immunity to Zymoseptoria tritici,12/09/2017,11/09/2021,523698
15/CDA/3472,SFI Career Development Award,,,Tristan Mc Loughlin,https://orcid.org/0000-0002-7548-1019,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Exact Methods in Strongly Coupled Systems,01/12/2016,30/11/2020,620974
15/CDA/3476,SFI Career Development Award,,,Conor Buckley,https://orcid.org/0000-0001-7452-4534,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Intraoperative Single Stage Procedure for Intervertebral Disc Regeneration (INSPIRE),01/12/2016,30/11/2020,637894
15/CDA/3490,SFI Career Development Award,,,Eoin Cummins,https://orcid.org/0000-0002-9346-8299,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Carbon dioxide as a regulator of inflammatory signaling.,01/12/2016,30/11/2020,628349
15/CDA/3491,SFI Career Development Award,,,Damien Thompson,https://orcid.org/0000-0003-2340-5441,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,ENGAGE – Engineering protein interfaces to control aggregation,01/04/2017,31/03/2021,631633
15/CDA/3495,SFI Career Development Award,,,David Gomez Matallanas,https://orcid.org/0000-0002-2360-3141,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Deciphering the role of the tumour suppressor LATS1 in melanoma,01/03/2017,28/02/2021,557843
15/CDA/3497,SFI Career Development Award,,,Sarah Doyle,https://orcid.org/0000-0002-6294-9380,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Investigating the molecular mechanisms underlying Interleukin-1 family regulation of vascular integrity in the eye to identify next generation therapeutics for AMD.,01/12/2016,30/11/2020,638309
15/CDA/3498,SFI Career Development Award,,,Gerard O'Keeffe,https://orcid.org/0000-0001-5149-0933,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Development of GDF5 neurotrophic factor therapy for Parkinson’s disease.,01/12/2016,30/11/2020,639453
15/CDA/3499,SFI Career Development Award,,,Roger Preston,https://orcid.org/0000-0003-0108-4077,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Structure-based engineering of activated protein C to optimize its therapeutic potential for the treatment of inflammatory diseases,01/11/2016,31/10/2020,638694
15/CDA/3520,SFI Career Development Award,,,Brian Mac Namee,https://orcid.org/0000-0003-2518-0274,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,DeepNovelty: Using Deep Recurrent Neural Networks for Novelty Detection in Data Streams,01/10/2016,30/09/2020,507512
15/CDA/3591,SFI Career Development Award,,,Simon Kelly,https://orcid.org/0000-0003-4981-3099,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Neural mechanisms of rapid value-guided sensorimotor decisions in humans,01/10/2016,30/09/2020,603221
15/CDA/3598,SFI Career Development Award,,,Gabriel Leen,https://orcid.org/0000-0003-2448-4428,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Optical Fibre based sensors,01/12/2016,30/11/2020,504825
15/CDA/3602,SFI Career Development Award,,,Lidia Tajber,https://orcid.org/0000-0003-1544-6796,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Active pharmaceutical ingredients as ionic liquids: significance of protonics and functional profiling for the design of effective medicines (ActiPIILs),01/03/2017,28/02/2021,637106
15/CDA/3625,SFI Career Development Award,,,Eoghan McGarrigle,https://orcid.org/0000-0001-8160-6431,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Underpinning Automated Oligosaccharide Synthesis,01/12/2016,30/11/2020,636595
15/CDA/3629,SFI Career Development Award,,,Dimitrios Zeugolis,https://orcid.org/0000-0002-7599-5191,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Tissue Engineered Nanoassemblies – Advanced Biomimicry of Living Equivalents (Short Title: TENABLE),01/12/2016,30/11/2020,493759
15/CDA/3630,SFI Career Development Award,,,Mark Tangney,https://orcid.org/0000-0002-6314-1260,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Edible Probiotics As Cancer Theranostics,01/10/2016,30/09/2020,605767
15/CDA/3640,SFI Career Development Award,,,Prince Anandarajah,https://orcid.org/0000-0001-7335-8044,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,PROgrammable multicarrier Transmitter for flexible Optical Networks (PROTON),01/12/2016,30/11/2020,583137
15/CDA/3648,SFI Career Development Award,,,Andrew Kellett,https://orcid.org/0000-0002-8947-1401,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Polynuclear Platinum(II) Biomaterials (PPtBio) for Antisense Therapeutic Application and Detection of Human Genetic Disease,01/12/2016,30/11/2020,642150
15/CDA/3652,SFI Career Development Award,,,Jian Zhao,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Technologies towards Flexible High-Capacity Optical Networks,01/12/2016,31/03/2018,123711.77
15/CDA/3667,SFI Career Development Award,,,Bryan Hennelly,https://orcid.org/0000-0003-1326-9642,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Automated Raman micro-spectroscopy and automated holographic Raman tweezers for high throughput screening of carcinoma cells,01/11/2016,31/10/2020,601611
15/CW/2761,SFI Conferences and Workshops Programme,,,Patrick Frawley,https://orcid.org/0000-0001-7066-0942,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Process Analytical Techniques (PAT) in Pharmaceutical Processing Workshop,01/04/2015,30/09/2015,5243.3
15/CW/2769,SFI Conferences and Workshops Programme,,,Marianne Leitner,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,Irish Quantum Foundations Meeting 2015,01/04/2015,30/09/2015,3300
15/CW/2770,SFI Conferences and Workshops Programme,,,Andrea Erxleben,https://orcid.org/0000-0002-7309-8972,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,13th International Symposium on Applied Bioinorganic Chemistry (ISABC13),01/04/2015,30/09/2015,4700
15/CW/2780,SFI Conferences and Workshops Programme,,,Cindy Smith,https://orcid.org/0000-0003-4905-0730,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Microbial Interfaces: Society for General Microbiology Irish Division Meeting 2015,01/04/2015,30/09/2015,13915.23
15/CW/2781,SFI Conferences and Workshops Programme,,,Oliver Dolly,https://orcid.org/0000-0002-0861-5320,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Neuroscience Ireland Conference : Frontiers in Neurosciences : Diseases and Treatments,01/06/2015,30/11/2015,9190.8
15/CW/2785,SFI Conferences and Workshops Programme,,,William Lee,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,110th European Study Group (Problem Solving Workshop) with Industry,01/06/2015,30/11/2015,8000
15/CW/2786,SFI Conferences and Workshops Programme,,,Owen Conlan,https://orcid.org/0000-0002-9054-9747,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,"User Modelling, Adaptation and Personalization (UMAP) 2015",01/06/2015,30/11/2015,6960
15/CW/2788,SFI Conferences and Workshops Programme,,,Natalie Harrower,,Royal Irish Academy (RIA),Science Foundation Ireland,10.13039/501100001602,"DPASSH2015: 1st Annual Conference on Digital Preservation for the Arts, Social Sciences and Humanities",01/06/2015,30/11/2015,3870
15/CW/2802,SFI Conferences and Workshops Programme,,,Brendan Kennedy,https://orcid.org/0000-0001-7991-4689,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Frontiers in Ocular Therapeutics,01/09/2015,29/02/2016,3820
15/CW/2813,SFI Conferences and Workshops Programme,,,Fionnuala Ní Áinle,https://orcid.org/0000-0003-0163-792X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Venous Thromboembolism: Modern Multidisciplinary Care,01/06/2015,29/02/2016,10000
15/CW/2817,SFI Conferences and Workshops Programme,,,Geraldine Boylan,https://orcid.org/0000-0003-0920-5291,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,9th International Conference on Brain Monitoring and Neuroprotection in the Newborn,01/06/2015,29/02/2016,20118.44
15/CW/2819,SFI Conferences and Workshops Programme,,,Vladimir Dotsenko,https://orcid.org/0000-0002-6949-5166,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,11th William Rowan Hamilton Geometry and Topology Workshop,01/06/2015,30/11/2015,7000
15/CW/2850,SFI Conferences and Workshops Programme,,,Claus Koestler,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,2015 George Boole Mathematical Sciences Conference,01/06/2015,30/11/2015,28997.78
15/CW/2863,SFI Conferences and Workshops Programme,,,Ken Brown,https://orcid.org/0000-0003-1853-0723,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Co-location of the 21st International Conference on Principles and Practice of Constraint Programming (CP 2015) with the 31st International Conference on Logic Programming (ICLP 2015),01/06/2015,30/11/2015,9000
15/CW/2868,SFI Conferences and Workshops Programme,,,Liam Barry,https://orcid.org/0000-0001-8366-4790,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,European Conference on Optical Communications 2019,01/08/2015,31/01/2016,4441.64
15/CW/2915,SFI Conferences and Workshops Programme,,,Ed Lavelle,https://orcid.org/0000-0002-3167-1080,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Irish Society for Immunology meeting 2015,01/08/2015,31/01/2016,6570
15/CW/2934,SFI Conferences and Workshops Programme,,,Stephen Finn,https://orcid.org/0000-0002-8628-5814,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,The 8th Annual ToPCaP (Trans-disciplinary Prostate Cancer Partnership) Workshop,01/08/2015,31/01/2016,5956.1
15/CW/2996,SFI Conferences and Workshops Programme,,,Martin Steinhoff,https://orcid.org/0000-0002-7090-2187,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,1st International Symposium Future in Dermatology: Inflammation,01/08/2015,31/01/2016,16181.55
15/CW/3031,SFI Conferences and Workshops Programme,,,Jonathan Bones,https://orcid.org/0000-0002-8978-2592,The National Institute for Bioprocessing Research and Training (NIBRT),Science Foundation Ireland,10.13039/501100001602,Opportunities in Biopharma Research Workshop,01/08/2015,31/01/2016,1500
15/CW/3179,SFI Conferences and Workshops Programme,,,Keelin O'Driscoll,,Teagasc,Science Foundation Ireland,10.13039/501100001602,2015 UK/Ireland Regional Meeting of the International Society for Applied Ethology,01/10/2015,31/03/2016,1908.08
15/CW/3191,SFI Conferences and Workshops Programme,,,Elfed Lewis,https://orcid.org/0000-0003-4174-7090,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,European Workshop on Optical Fibre Sensors (EWOFS) 2016,01/11/2015,31/10/2016,13200
15/CW/3244,SFI Conferences and Workshops Programme,,,Olga Piskareva,https://orcid.org/0000-0003-4466-0441,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Irish Association for Cancer Research annual conference 2016,01/12/2015,31/05/2016,3000
15/CW/3249,SFI Conferences and Workshops Programme,,,Patrick Harrison,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cystinosis Research Workshop,01/02/2016,31/07/2016,3000
15/CW/3255,SFI Conferences and Workshops Programme,,,Oliver Roberts,https://orcid.org/0000-0002-7150-9061,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,"2nd Workshop on Applications of Novel Scintillators in Research and Industry, 2016",01/12/2015,30/11/2016,2500
15/CW/3279,SFI Conferences and Workshops Programme,,,Kevin Sullivan,https://orcid.org/0000-0002-5374-8245,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Chromosome Segregation and Aneuploidy,01/06/2016,30/11/2016,5000
15/CW/3303,SFI Conferences and Workshops Programme,,,Thomas Newe,https://orcid.org/0000-0002-3375-8200,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,12th International Conference on Sensing Technology,07/07/2017,06/12/2017,2426.05
