Proposal ID,Programme Name,Sub-programme Name,Supplement,Lead Applicant,ORCID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date,Revised Total Commitment
07/RFP/GEN/F327,SFI Research Frontiers Programme,,,Derek Morris,https://orcid.org/0000-0002-3413-570X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Genetic association studies of the Semaphorin 6 and Plexin A gene families with schizophrenia and bipolar disorder in the Irish population.,01/06/2007,17/11/2009,141984
07/RFP/GEN/F438,SFI Research Frontiers Programme,,,Frank Wellmer,https://orcid.org/0000-0002-2095-0981,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Functional Analysis of the N-end Rule Protein Degradation Pathway in the Model Plant Arabidopsis thaliana,01/09/2007,12/02/2011,187071.67
07/RFP/GEN/F468,SFI Research Frontiers Programme,,,Lucy Byrnes,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,nanor a novel vertebrate with a role in cardiovascular development,01/09/2007,12/02/2011,216551.4
07/RFP/GEN/F472,SFI Research Frontiers Programme,,,Heinz Peter Nasheuer,https://orcid.org/0000-0002-9218-9079,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Control of Genome Stability by the Human Cell Division Cycle Protein Cdc45,01/09/2007,14/03/2011,169417.47
07/RFP/GEN/F473,SFI Research Frontiers Programme,,,Gary Donohoe,https://orcid.org/0000-0003-3037-7426,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Does genetic variation at dysbindin and other candidate schizophrenia genes within the glutamate system contribute to abnormal perceptual processing measured using visual and auditory evoked potentials,01/09/2007,14/12/2010,171178.3
07/RFP/GEN/F546,SFI Research Frontiers Programme,,,David Clarke,https://orcid.org/0000-0001-9082-0501,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Integrating metabolism and genomics: aromatic amino acid metabolism in photorhabus luminescence.,01/08/2007,13/12/2010,178437.96
07/RFP/GEN/F571,SFI Research Frontiers Programme,,,Sean Doyle,https://orcid.org/0000-0003-1679-3247,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Gliotoxin biosynthesis in the human pathogen Aspergillus fumigatus,01/09/2007,16/08/2010,148777.46
07/RFP/GEN/F615,SFI Research Frontiers Programme,,,Tom Moore,https://orcid.org/0000-0001-9712-9625,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Molecular genetics of the imprinted SPRY3 gene,01/08/2007,16/07/2010,185523.33
07/RFP/GEN/F778,SFI Research Frontiers Programme,,,Anne Burnell,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,The molecular basis of freezing tolerance in the Arctic nematode Panagrolaimus superbus,01/05/2007,15/04/2010,184635.4
07/RFP/GEOF127,SFI Research Frontiers Programme,,,John Gamble,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The Tertiary Flood Basalt Succession of NE Ireland: Large Igneous Provinces Mantle Plumes Magma Petrogenesis and the Opening of the North Atlantic.,27/08/2007,08/05/2011,159587.52
07/RFP/GEOF128,SFI Research Frontiers Programme,,,Valentin Troll,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Micro-analytical approaches at Teide Volcano Tenerife: Understanding the evolution of oceanic island volcanoes,01/07/2007,25/06/2008,65522.61
07/RFP/GEOF152,SFI Research Frontiers Programme,,,Geoffrey Clayton,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,nitrogen isotopes as indicators of climate change,01/09/2007,14/11/2010,158086.18
07/RFP/GEOF195,SFI Research Frontiers Programme,,,Gareth O'Brien,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Towards improved imaging of volcanoes: Seismic source versus structure,01/09/2007,16/08/2010,192123.07
07/RFP/GEOF207,SFI Research Frontiers Programme,,,David Chew,https://orcid.org/0000-0002-6940-1035,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Constraining global Carboniferous climatic fluctuations using high resolution geochronology,01/09/2007,14/12/2010,185706.63
07/RFP/GEOF252,SFI Research Frontiers Programme,,,Rodrigo Caballero,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Present and future statistics of extreme European storms in a large ensemble of high-resolution atmospheremodel simulations,01/09/2007,16/08/2010,219377.95
07/RFP/GEOF265,SFI Research Frontiers Programme,,,Frank McDermott,https://orcid.org/0000-0001-7037-7936,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Cycling of recalcitrant carbon in soils; insights from late Quaternary cave calcites,01/09/2007,28/02/2011,213488
07/RFP/GEOF287,SFI Research Frontiers Programme,,,Patrick Orr,https://orcid.org/0000-0002-6740-1656,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Exceptional preservation of vertebrates in Permo-Carboniferous continental basins,01/09/2007,28/02/2011,183846.65
07/RFP/GEOF340,SFI Research Frontiers Programme,,,John Walsh,https://orcid.org/0000-0001-6043-6015,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Discrete element modelling of the growth and scaling of joint systems within geological multi-layers,01/09/2007,16/08/2010,146419.47
07/RFP/GEOF509,SFI Research Frontiers Programme,,,Brian Kelleher,https://orcid.org/0000-0002-6574-5914,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Assessing the role of the microbial biomass component of soil organic matter in the global carbon cycle.,01/09/2007,16/08/2010,218026.4
07/RFP/GEOF716,SFI Research Frontiers Programme,,,Dean Venables,https://orcid.org/0000-0002-4135-1793,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Think local act global: Quantifying the contributions of small scale terrestrial and marine sources to the global atmosphere,01/08/2007,12/01/2011,216363.51
07/RFP/GEOF758,SFI Research Frontiers Programme,,,Peter Readman,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,Lithospheric and upper mantle anisotropy structure around Ireland from seismic receiver function studies,01/09/2007,10/09/2011,142490
07/RFP/GEOF759,SFI Research Frontiers Programme,,,Alan Jones,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,Anisotropy of the Continental Lithosphere: Evidence of past tectonics or of active deformation,01/09/2007,31/05/2011,247413
07/RFP/GEOF833,SFI Research Frontiers Programme,,,Michael Hayes,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Studies of chars and their applications as soil additives and plant growth stimulators.,01/09/2007,30/09/2012,194977.51
07/RFP/MASF119,SFI Research Frontiers Programme,,,John McGilp,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,In situ characterisation and control of defects at the interface between new high-k dielectric materials and silicon,01/06/2007,12/11/2010,229414.88
07/RFP/MASF157,SFI Research Frontiers Programme,,,Cormac McGuinness,https://orcid.org/0000-0002-3095-330X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,X-ray magnetic dichroism investigation of nanoscale magnetism in atomic wires protected by capping layers,01/08/2007,12/01/2011,165260
07/RFP/MASF159,SFI Research Frontiers Programme,,,Cosima Stubenrauch,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Microemulsions as Templates for New Materials - Metallic Nanoparticles and High Surface Area Polymers,01/09/2007,16/08/2010,142093.28
07/RFP/MASF185,SFI Research Frontiers Programme,,,Igor Shvets,https://orcid.org/0000-0001-7451-5435,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Study of the exchange interaction between self-assembled magnetic nano-clusters deposited on template substrates covered with a semiconductor overlayer - model dilute magnetic semiconductor system,01/07/2007,15/06/2010,203817.55
07/RFP/MASF238,SFI Research Frontiers Programme,,,Stefano Sanvito,https://orcid.org/0000-0002-0291-715X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Exotic ferromagnetism in diluted and defective oxides,01/09/2007,14/12/2010,206106.2
07/RFP/MASF250,SFI Research Frontiers Programme,,,Yurii Gun'ko,https://orcid.org/0000-0002-4772-778X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Chiral quantum dots,01/09/2007,12/02/2011,202868.26
07/RFP/MASF315,SFI Research Frontiers Programme,,,Vitaly Buckin,https://orcid.org/0000-0003-4491-4480,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,New ultrasonic method for analysis of phase diagrams and nano-structural characterisation of microemulsion systems.,01/07/2007,31/03/2011,209550
07/RFP/MASF386,SFI Research Frontiers Programme,,,Tia Keyes,https://orcid.org/0000-0002-4604-5533,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Photoactive Functional Assemblies for Sustainable Energy,01/09/2007,12/02/2011,203673.9
07/RFP/MASF423,SFI Research Frontiers Programme,,,Alan Ryder,https://orcid.org/0000-0002-3133-4340,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Quantitative non-contact measurements of the physicochemical properties of biomedical polymers using advanced fluorescence methods: replacing the contact angle method.,01/08/2007,12/01/2011,215385.81
07/RFP/MASF508,SFI Research Frontiers Programme,,,Conor McCarthy,https://orcid.org/0000-0002-8711-9770,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,A three-dimensional multi-scale composites damage model,01/07/2007,15/06/2010,207233.37
07/RFP/MASF666,SFI Research Frontiers Programme,,,Dermot Brougham,https://orcid.org/0000-0002-1270-8415,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Magnetic polymer nanocomposite materials for targeted drug release in cancer,01/09/2007,16/08/2010,201300.67
07/RFP/MASF710,SFI Research Frontiers Programme,,,Justin Holmes,https://orcid.org/0000-0001-5087-8936,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Nanocable Arrays for Future Electronics,01/09/2007,16/08/2010,219421.49
07/RFP/MASF812,SFI Research Frontiers Programme,,,Dermot Diamond,https://orcid.org/0000-0003-2944-4839,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Light Activiated Molecular Switches for Control of Molecular Docking at Liquid-Solid Interfaces,01/09/2007,16/08/2010,196791.1
07/RFP/MATF139,SFI Research Frontiers Programme,,,Simon Paul Wilson,https://orcid.org/0000-0003-0312-3586,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Modelling and prediction for road surface degradation,01/09/2007,16/08/2010,141120.54
07/RFP/MATF164,SFI Research Frontiers Programme,,,John Haslett,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,New statistical models for palaeoclimate reconstruction,01/09/2007,12/02/2011,243646.1
07/RFP/MATF191,SFI Research Frontiers Programme,,,Thomas Unger,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,The Hasse principle for weak isotropy of central simple algebras with an involution of the second kind,01/05/2007,15/04/2010,99918.69
07/RFP/MATF228,SFI Research Frontiers Programme,,,John Haslett,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Diagnostics for a Wide Class of Linear Models,01/09/2007,31/05/2011,124713.3
07/RFP/MATF263,SFI Research Frontiers Programme,,,Adrian Constantin,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Modelling tsunamis,01/09/2007,26/08/2008,50512.8
07/RFP/MATF281,SFI Research Frontiers Programme,,,Thomas Brendan Murphy,https://orcid.org/0000-0002-5668-7046,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Topics in Model-Based Clustering and Classification,01/09/2007,31/08/2010,92017.55
07/RFP/MATF448,SFI Research Frontiers Programme,,,John Hinde,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Random effect mixture models for multicategory data,01/09/2007,13/05/2011,210812.16
07/RFP/MATF466,SFI Research Frontiers Programme,,,Goetz Pfeiffer,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Computing subgroups of finite groups,01/09/2007,31/08/2011,116461
07/RFP/MATF543,SFI Research Frontiers Programme,,,Kingshuk Roy Choudhury,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Statistical Methods for the measurement and analysis of Multiple Marker Fluorescence Cytometry studies,01/09/2007,11/08/2011,161546.54
07/RFP/MATF577,SFI Research Frontiers Programme,,,John Stalker,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Relativistic Continuum Mechanics,01/08/2007,31/07/2011,194711
07/RFP/MATF634,SFI Research Frontiers Programme,,,Benjamin McKay,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Differential equations with hyperelliptic integral curves,01/09/2007,16/08/2010,85214.6
07/RFP/MATF636,SFI Research Frontiers Programme,,,Benjamin McKay,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Singularities of Ricci flow on G2-structures,01/09/2007,16/08/2010,86298.9
07/RFP/MATF802,SFI Research Frontiers Programme,,,Bernard Hanzon,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Financial Algebra: Developing High Performance Algorithms for Finance using Algebra.,01/08/2007,30/11/2011,195443.27
07/RFP/MATF838,SFI Research Frontiers Programme,,,Kevin Hayes,https://orcid.org/0000-0003-4131-5482,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Method Comparison Studies,01/07/2007,30/06/2011,123442
07/RFP/MATF844,SFI Research Frontiers Programme,,,Brendan Guilfoyle,,"Institute of Technology, Tralee (ITT)",Science Foundation Ireland,10.13039/501100001602,The Kaehler Structure on the space of Oriented Lines in Euclidean 3-space,01/09/2007,14/11/2010,191956.49
07/RFP/MATF846,SFI Research Frontiers Programme,,,Gary McGuire,https://orcid.org/0000-0003-2105-9792,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Genus 2 Curves and their Applications to Cryptography and Coding Theory,01/09/2007,16/08/2010,167947.91
07/RFP/PHYF104,SFI Research Frontiers Programme,,,Sergey Frolov,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,String Theory and its Applications,01/05/2007,12/10/2010,227836.91
07/RFP/PHYF143,SFI Research Frontiers Programme,,,James Lunney,https://orcid.org/0000-0003-3430-5198,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Magnetohydrodynamic control of laser produced plasmas,01/06/2007,12/11/2010,209450
07/RFP/PHYF148,SFI Research Frontiers Programme,,,Niall O'Murchadha,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Analytical foundations of numerical general relativity,01/09/2007,14/12/2010,220076.65
07/RFP/PHYF168,SFI Research Frontiers Programme,,,Michael Peardon,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Light hybrid meson and glueball physics from anisotropic lattice QCD,01/09/2007,28/02/2011,214977.62
07/RFP/PHYF173,SFI Research Frontiers Programme,,,John Donegan,https://orcid.org/0000-0002-5240-1434,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Quantun interference in a semiconductor microcavity,01/09/2007,16/08/2010,197788.91
07/RFP/PHYF235,SFI Research Frontiers Programme,,,Stefano Sanvito,https://orcid.org/0000-0002-0291-715X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Ab initio quantum transport 100000,01/09/2007,12/02/2011,220535.24
07/RFP/PHYF271,SFI Research Frontiers Programme,,,John Quinn,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Cross-calibration of GLAST and VERITAS to Understand the High Energy Gamma-Ray Emission from Blazars,01/09/2007,11/08/2011,214224.95
07/RFP/PHYF295,SFI Research Frontiers Programme,,,Lorraine Hanlon,https://orcid.org/0000-0003-2931-3732,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Early optical afterglow observations of gamma-ray bursts with a robotic telescope,01/09/2007,11/08/2011,238837.25
07/RFP/PHYF330,SFI Research Frontiers Programme,,,Tigran Tchrakian,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,Soliton Solutions to Higher Dimensional Gravitating Gauged Scalar Field Systems(comma) with applications to AdS/CFT and Branes,01/09/2007,11/08/2011,208866.53
07/RFP/PHYF334,SFI Research Frontiers Programme,,,Cormac McGuinness,https://orcid.org/0000-0002-3095-330X,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Novel element-selective(comma) symmetry(comma) polarisation and state-resolved investigations of chemical bonding,01/08/2007,12/04/2011,206428.95
07/RFP/PHYF393,SFI Research Frontiers Programme,,,Ronan McNulty,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Testing the standard model and measuring the parton distribution functions using W and Z decays to muons at the LHCb experiment,01/09/2007,16/08/2010,235700
07/RFP/PHYF399,SFI Research Frontiers Programme,,,Peter Gallagher,https://orcid.org/0000-0001-9745-0400,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Advanced Image Processing for the Solar Terrestrial Relations Observatory (STEREO),01/09/2007,16/08/2010,215759.41
07/RFP/PHYF518,SFI Research Frontiers Programme,,,Sile Nic Chormaic,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Manipulation Schemes for Cold Atoms,01/07/2007,13/09/2010,196972.6
07/RFP/PHYF553,SFI Research Frontiers Programme,,,Aaron Golden,https://orcid.org/0000-0001-8208-4292,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Investigating pulsed coherent radio emission at the substellar boundary and beyond - are brown dwarfs pulsar analogues,01/06/2007,16/05/2010,247185.49
07/RFP/PHYF586,SFI Research Frontiers Programme,,,Turlough Downes,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Stellar jet launching: beyond magnetic flux freezing,01/09/2007,16/08/2010,226272.37
07/RFP/PHYF622,SFI Research Frontiers Programme,,,Albert A. Ruth,https://orcid.org/0000-0001-5935-5170,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cavity-enhanced evanescent wave absorption spectroscopy for the study of biomolecular systems on surfaces,01/09/2007,14/03/2011,191753.35
07/RFP/PHYF761,SFI Research Frontiers Programme,,,Felix Aharonian,,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,High Energy Gamma-Ray and Neutrino Signatures of Extreme Cosmic Accelerators,01/09/2007,12/02/2011,188240.03
07/RFP/PHYF790,SFI Research Frontiers Programme,,,Tom Ray,https://orcid.org/0000-0002-2110-1068,Dublin Institute for Advanced Studies (DIAS),Science Foundation Ireland,10.13039/501100001602,From Cores to Disks: Exploiting the Spitzer Legacy Program,01/09/2007,12/02/2011,199171.54
07/RFP/PHYF791,SFI Research Frontiers Programme,,,Daniel Heffernan,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Spectral Statistics Wavefunction scarring and quantum transport in mixed phase space systems,01/09/2007,29/02/2012,119720.48
07/SRC/B1144,SFI Strategic Research Cluster Programme,,,Kingston Mills,https://orcid.org/0000-0003-3646-8222,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,SRC IRC: Immunology Research Cluster,01/05/2008,31/12/2013,9032082.75
07/SRC/B1154,SFI Strategic Research Cluster Programme,,,David Brayden,https://orcid.org/0000-0002-8781-8344,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SRC IDDN: Oral and pulmonary delivery of peptides and genes using novel polymeric particulate constructs- establishment of the Irish Drug Delivery Research Network (IDDN),01/12/2007,31/05/2013,6223822.81
07/SRC/B1155,SFI Strategic Research Cluster Programme,,,Kenneth A. Dawson,https://orcid.org/0000-0002-0568-6588,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SRC BioNanoInteract,01/12/2007,30/11/2012,3648055.67
07/SRC/B1156,SFI Strategic Research Cluster Programme,,,Alexander Evans,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SRC RBRC: Reproductive Biology Research Cluster,01/12/2007,30/11/2013,9347049.69
07/SRC/B1158,SFI Strategic Research Cluster Programme,,,Kieran Hodnett,https://orcid.org/0000-0002-6316-7284,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,SRC SSPS: Solid State Pharmaceuticals Cluster (SSPC),01/12/2007,31/05/2013,8093923.91
07/SRC/B1160,SFI Strategic Research Cluster Programme,,,Don MacElroy,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,SRC SEC: Advanced Biomimetic Materials for Solar Energy Conversion,01/12/2007,30/04/2014,5687552.25
07/SRC/B1163,SFI Strategic Research Cluster Programme,,,Abhay Pandit,https://orcid.org/0000-0002-6292-4933,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,SRC NFB: Network of Excellence for Functional Biomaterials (NFB),01/12/2007,31/05/2014,5616398.17
07/SRC/I1168,SFI Strategic Research Cluster Programme,,,Martin Charlton,https://orcid.org/0000-0002-0622-393X,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,SRC StratAG: Strategic Research Cluster In Advanced Geotechnologies,01/05/2008,31/12/2013,8574227.78
07/SRC/I1169,SFI Strategic Research Cluster Programme,,,Liam Marnane,https://orcid.org/0000-0002-5039-1498,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,SRC EEDSP: Efficient Embedded Digital Signal Processing for Mobile Digital Health,01/12/2007,14/05/2011,2394373.83
07/SRC/I1170,SFI Strategic Research Cluster Programme,,,Karsten Menzel,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,SRC ITOBO: Information and Communication Technology for Sustainable and Optimised Building Operation,01/12/2007,31/07/2013,7570142
07/SRC/I1172,SFI Strategic Research Cluster Programme,,,Martyn Pemble,https://orcid.org/0000-0002-2349-4520,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,SRC FORME: Functional Oxides and Related Materials for Electronics,01/12/2007,30/09/2013,5771987
07/SRC/I1173,SFI Strategic Research Cluster Programme,,,Frank Peters,https://orcid.org/0000-0001-8116-7811,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,SRC PiFAS: Photonics - Integration From Atoms to Systems (PiFAS),01/12/2007,31/05/2013,6911206.66
07/SK/B1187,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Emmanuel Reynaud,https://orcid.org/0000-0003-1502-661X,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Emmanuel Reynaud,26/01/2009,25/01/2014,559086.67
07/SK/B1191,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Andrea Erxleben,https://orcid.org/0000-0002-7309-8972,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Andrea Erxleben,01/09/2008,31/08/2013,544435.86
07/SK/B1192,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Emma Caraher,https://orcid.org/0000-0003-0917-4624,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Emma Caraher,01/06/2008,31/08/2013,558156.23
07/SK/B1206,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,James Murphy,,"Institute of Technology, Sligo (ITS)",Science Foundation Ireland,10.13039/501100001602,James Murphy,01/11/2008,31/10/2013,559618
07/SK/B1212,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Carlos Medina,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Carlos Medina,01/06/2008,30/11/2013,554494.62
07/SK/B1214a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Arun Bokde,https://orcid.org/0000-0003-0114-4914,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Arun Bodke,01/01/2008,31/12/2012,560755
07/SK/B1219,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Jennifer McManus,https://orcid.org/0000-0003-3630-5108,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Jennifer McManus,01/10/2008,30/09/2013,547856.1
07/SK/B1224a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Neil Ferguson,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Neil Ferguson,28/07/2008,27/07/2013,555401.52
07/SK/B1228,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Andrew Phillips,https://orcid.org/0000-0001-5599-6499,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Andrew Phillips,01/09/2008,31/08/2013,553582.04
07/SK/B1232a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Colm O'Dwyer,https://orcid.org/0000-0001-7429-015X,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Colm ODwyer,01/04/2008,31/07/2012,512439.11
07/SK/B1232b,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Kevin T. Ryan,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Kevin Ryan,01/01/2008,31/12/2012,554639.35
07/SK/B1234,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Siegfried Handschuh,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Siegfried Handschuh,01/12/2008,30/11/2013,546597.32
07/SK/B1236a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Christopher Creevey,,Teagasc,Science Foundation Ireland,10.13039/501100001602,Chris Creevey,01/01/2009,31/07/2013,453909.09
07/SK/B1239a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Brian Vohnsen,https://orcid.org/0000-0001-6539-9743,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Brian Vohnsen,01/02/2008,31/01/2013,559556.11
07/SK/B1241,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Andreas Heise,https://orcid.org/0000-0001-5916-8500,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Andreas Heise,01/10/2008,30/09/2013,550697.74
07/SK/B1243a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Brona Murphy,https://orcid.org/0000-0002-6740-8858,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Brona Murphy,01/04/2008,30/11/2013,573683.96
07/SK/I1186,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Cathal Gurrin,https://orcid.org/0000-0003-2903-3968,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Cathal Gurrin,09/12/2007,08/12/2012,532843.52
07/SK/I1195,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Lampros Nikolopoulos,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Lampros Nikolopoulos,01/01/2009,31/12/2013,572134.16
07/SK/I1196a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Derry Fitzgerald,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Derry Fitzgerald,01/09/2008,31/08/2013,542041.21
07/SK/I1200,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Qiang Wu,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Qiang Wu,01/08/2008,31/07/2013,552789.43
07/SK/I1204,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Alexei Pozdnoukhov,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Alexei Pozdnoukhov,01/12/2008,31/07/2013,512208.37
07/SK/I1205,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,Thomas Jansen,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Thomas Jansen,01/03/2009,31/12/2012,400760.84
07/SK/I1216a,SFI Stokes Professorship & Lectureship Programme,STOKES - Lecturer,,David Malone,https://orcid.org/0000-0002-6947-586X,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,David Malone,01/12/2008,30/11/2013,546338.71
